point_index;time;latitude;longitude;altitude_m;distance_step_m;distance_cum_m;time_step_s;speed_m_s;speed_km_h;elevation_delta_m;slope_percent_raw;segment_type_raw;slope_percent_smooth_5pts;speed_km_h_smooth_5pts;segment_type_smooth
189;2026-05-10T08:12:32+00:00;44.129096;5.991414;903.4;5.0;940.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
190;2026-05-10T08:12:36+00:00;44.129126;5.991434;904.0;5.0;945.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
191;2026-05-10T08:12:40+00:00;44.129156;5.991454;904.6;5.0;950.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
192;2026-05-10T08:12:44+00:00;44.129186;5.991474;905.2;5.0;955.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
193;2026-05-10T08:12:48+00:00;44.129216;5.991494;905.8;5.0;960.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
194;2026-05-10T08:12:52+00:00;44.129246;5.991514;906.4;5.0;965.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
195;2026-05-10T08:12:56+00:00;44.129276;5.991534;907.0;5.0;970.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
196;2026-05-10T08:13:00+00:00;44.129306;5.991554;907.6;5.0;975.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
197;2026-05-10T08:13:04+00:00;44.129336;5.991574;908.2;5.0;980.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
198;2026-05-10T08:13:08+00:00;44.129366;5.991594;908.8;5.0;985.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
199;2026-05-10T08:13:12+00:00;44.129396;5.991614;909.4;5.0;990.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
200;2026-05-10T08:13:16+00:00;44.129426;5.991634;910.0;5.0;995.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
201;2026-05-10T08:13:20+00:00;44.129456;5.991654;910.6;5.0;1000.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
202;2026-05-10T08:13:24+00:00;44.129486;5.991674;911.2;5.0;1005.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
203;2026-05-10T08:13:28+00:00;44.129516;5.991694;911.8;5.0;1010.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
204;2026-05-10T08:13:32+00:00;44.129546;5.991714;912.4;5.0;1015.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
205;2026-05-10T08:13:36+00:00;44.129576;5.991734;913.0;5.0;1020.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
206;2026-05-10T08:13:40+00:00;44.129606;5.991754;913.6;5.0;1025.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
207;2026-05-10T08:13:44+00:00;44.129636;5.991774;914.2;5.0;1030.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
208;2026-05-10T08:13:48+00:00;44.129666;5.991794;914.8;5.0;1035.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
209;2026-05-10T08:13:52+00:00;44.129696;5.991814;915.4;5.0;1040.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
210;2026-05-10T08:13:56+00:00;44.129726;5.991834;916.0;5.0;1045.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
211;2026-05-10T08:14:00+00:00;44.129756;5.991854;916.6;5.0;1050.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
212;2026-05-10T08:14:04+00:00;44.129786;5.991874;917.2;5.0;1055.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
213;2026-05-10T08:14:08+00:00;44.129816;5.991894;917.8;5.0;1060.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
214;2026-05-10T08:14:12+00:00;44.129846;5.991914;918.4;5.0;1065.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
215;2026-05-10T08:14:16+00:00;44.129876;5.991934;919.0;5.0;1070.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
216;2026-05-10T08:14:20+00:00;44.129906;5.991954;919.6;5.0;1075.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
217;2026-05-10T08:14:24+00:00;44.129936;5.991974;920.2;5.0;1080.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
218;2026-05-10T08:14:28+00:00;44.129966;5.991994;920.8;5.0;1085.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
219;2026-05-10T08:14:32+00:00;44.129996;5.992014;921.4;5.0;1090.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
220;2026-05-10T08:14:36+00:00;44.130026;5.992034;922.0;5.0;1095.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
221;2026-05-10T08:14:40+00:00;44.130056;5.992054;922.6;5.0;1100.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
222;2026-05-10T08:14:44+00:00;44.130086;5.992074;923.2;5.0;1105.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
223;2026-05-10T08:14:48+00:00;44.130116;5.992094;923.8;5.0;1110.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
224;2026-05-10T08:14:52+00:00;44.130146;5.992114;924.4;5.0;1115.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
225;2026-05-10T08:14:56+00:00;44.130176;5.992134;925.0;5.0;1120.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
226;2026-05-10T08:15:00+00:00;44.130206;5.992154;925.6;5.0;1125.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
227;2026-05-10T08:15:04+00:00;44.130236;5.992174;926.2;5.0;1130.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
228;2026-05-10T08:15:08+00:00;44.130266;5.992194;926.8;5.0;1135.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
229;2026-05-10T08:15:12+00:00;44.130296;5.992214;927.4;5.0;1140.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
230;2026-05-10T08:15:16+00:00;44.130326;5.992234;928.0;5.0;1145.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
231;2026-05-10T08:15:20+00:00;44.130356;5.992254;928.6;5.0;1150.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
232;2026-05-10T08:15:24+00:00;44.130386;5.992274;929.2;5.0;1155.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
233;2026-05-10T08:15:28+00:00;44.130416;5.992294;929.8;5.0;1160.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
234;2026-05-10T08:15:32+00:00;44.130446;5.992314;930.4;5.0;1165.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
235;2026-05-10T08:15:36+00:00;44.130476;5.992334;931.0;5.0;1170.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
236;2026-05-10T08:15:40+00:00;44.130506;5.992354;931.6;5.0;1175.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
237;2026-05-10T08:15:44+00:00;44.130536;5.992374;932.2;5.0;1180.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
238;2026-05-10T08:15:48+00:00;44.130566;5.992394;932.8;5.0;1185.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
239;2026-05-10T08:15:52+00:00;44.130596;5.992414;933.4;5.0;1190.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
240;2026-05-10T08:15:56+00:00;44.130626;5.992434;934.0;5.0;1195.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
241;2026-05-10T08:16:00+00:00;44.130656;5.992454;934.6;5.0;1200.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
242;2026-05-10T08:16:04+00:00;44.130686;5.992474;935.2;5.0;1205.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
243;2026-05-10T08:16:08+00:00;44.130716;5.992494;935.8;5.0;1210.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
244;2026-05-10T08:16:12+00:00;44.130746;5.992514;936.4;5.0;1215.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
245;2026-05-10T08:16:16+00:00;44.130776;5.992534;937.0;5.0;1220.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
246;2026-05-10T08:16:20+00:00;44.130806;5.992554;937.6;5.0;1225.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
247;2026-05-10T08:16:24+00:00;44.130836;5.992574;938.2;5.0;1230.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
248;2026-05-10T08:16:28+00:00;44.130866;5.992594;938.8;5.0;1235.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
249;2026-05-10T08:16:32+00:00;44.130896;5.992614;939.4;5.0;1240.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
250;2026-05-10T08:16:36+00:00;44.130926;5.992634;940.0;5.0;1245.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
251;2026-05-10T08:16:40+00:00;44.130956;5.992654;940.6;5.0;1250.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
252;2026-05-10T08:16:44+00:00;44.130986;5.992674;941.2;5.0;1255.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
253;2026-05-10T08:16:48+00:00;44.131016;5.992694;941.8;5.0;1260.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
254;2026-05-10T08:16:52+00:00;44.131046;5.992714;942.4;5.0;1265.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
255;2026-05-10T08:16:56+00:00;44.131076;5.992734;943.0;5.0;1270.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
256;2026-05-10T08:17:00+00:00;44.131106;5.992754;943.6;5.0;1275.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
257;2026-05-10T08:17:04+00:00;44.131136;5.992774;944.2;5.0;1280.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
258;2026-05-10T08:17:08+00:00;44.131166;5.992794;944.8;5.0;1285.0;4;1.25;4.5;0.6;12.0;montee;12.0;4.5;montee
259;2026-05-10T08:17:12+00:00;44.131196;5.992814;945.4;5.0;1290.0;4;1.25;4.5;0.6;12.0;montee;9.6;4.5;montee
260;2026-05-10T08:17:16+00:00;44.131226;5.992834;946.0;5.0;1295.0;4;1.25;4.5;0.6;12.0;montee;7.2;4.5;montee
261;2026-05-10T08:17:20+00:00;44.131256;5.992854;946.0;5.0;1300.0;4;1.25;4.5;0.0;0.0;plat;4.8;4.5;montee
262;2026-05-10T08:17:24+00:00;44.131286;5.992874;946.0;5.0;1305.0;4;1.25;4.5;0.0;0.0;plat;2.4;4.5;plat
263;2026-05-10T08:17:28+00:00;44.131316;5.992894;946.0;5.0;1310.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
264;2026-05-10T08:17:32+00:00;44.131346;5.992914;946.0;5.0;1315.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
265;2026-05-10T08:17:36+00:00;44.131376;5.992934;946.0;5.0;1320.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
266;2026-05-10T08:17:40+00:00;44.131406;5.992954;946.0;5.0;1325.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
267;2026-05-10T08:17:44+00:00;44.131436;5.992974;946.0;5.0;1330.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
268;2026-05-10T08:17:48+00:00;44.131466;5.992994;946.0;5.0;1335.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
269;2026-05-10T08:17:52+00:00;44.131496;5.993014;946.0;5.0;1340.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
270;2026-05-10T08:17:56+00:00;44.131526;5.993034;946.0;5.0;1345.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
271;2026-05-10T08:18:00+00:00;44.131556;5.993054;946.0;5.0;1350.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
272;2026-05-10T08:18:04+00:00;44.131586;5.993074;946.0;5.0;1355.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
273;2026-05-10T08:18:08+00:00;44.131616;5.993094;946.0;5.0;1360.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
274;2026-05-10T08:18:12+00:00;44.131646;5.993114;946.0;5.0;1365.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
275;2026-05-10T08:18:16+00:00;44.131676;5.993134;946.0;5.0;1370.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
276;2026-05-10T08:18:20+00:00;44.131706;5.993154;946.0;5.0;1375.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
277;2026-05-10T08:18:24+00:00;44.131736;5.993174;946.0;5.0;1380.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
278;2026-05-10T08:18:28+00:00;44.131766;5.993194;946.0;5.0;1385.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
279;2026-05-10T08:18:32+00:00;44.131796;5.993214;946.0;5.0;1390.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
280;2026-05-10T08:18:36+00:00;44.131826;5.993234;946.0;5.0;1395.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
281;2026-05-10T08:18:40+00:00;44.131856;5.993254;946.0;5.0;1400.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
282;2026-05-10T08:18:44+00:00;44.131886;5.993274;946.0;5.0;1405.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
283;2026-05-10T08:18:48+00:00;44.131916;5.993294;946.0;5.0;1410.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
284;2026-05-10T08:18:52+00:00;44.131946;5.993314;946.0;5.0;1415.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
285;2026-05-10T08:18:56+00:00;44.131976;5.993334;946.0;5.0;1420.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
286;2026-05-10T08:19:00+00:00;44.132006;5.993354;946.0;5.0;1425.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
287;2026-05-10T08:19:04+00:00;44.132036;5.993374;946.0;5.0;1430.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
288;2026-05-10T08:19:08+00:00;44.132066;5.993394;946.0;5.0;1435.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
289;2026-05-10T08:19:12+00:00;44.132096;5.993414;946.0;5.0;1440.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
290;2026-05-10T08:19:16+00:00;44.132126;5.993434;946.0;5.0;1445.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
291;2026-05-10T08:19:20+00:00;44.132156;5.993454;946.0;5.0;1450.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
292;2026-05-10T08:19:24+00:00;44.132186;5.993474;946.0;5.0;1455.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
293;2026-05-10T08:19:28+00:00;44.132216;5.993494;946.0;5.0;1460.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
294;2026-05-10T08:19:32+00:00;44.132246;5.993514;946.0;5.0;1465.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
295;2026-05-10T08:19:36+00:00;44.132276;5.993534;946.0;5.0;1470.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
296;2026-05-10T08:19:40+00:00;44.132306;5.993554;946.0;5.0;1475.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
297;2026-05-10T08:19:44+00:00;44.132336;5.993574;946.0;5.0;1480.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
298;2026-05-10T08:19:48+00:00;44.132366;5.993594;946.0;5.0;1485.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
299;2026-05-10T08:19:52+00:00;44.132396;5.993614;946.0;5.0;1490.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
300;2026-05-10T08:19:56+00:00;44.132426;5.993634;946.0;5.0;1495.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
301;2026-05-10T08:20:00+00:00;44.132456;5.993654;946.0;5.0;1500.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
302;2026-05-10T08:20:04+00:00;44.132486;5.993674;946.0;5.0;1505.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
303;2026-05-10T08:20:08+00:00;44.132516;5.993694;946.0;5.0;1510.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
304;2026-05-10T08:20:12+00:00;44.132546;5.993714;946.0;5.0;1515.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
305;2026-05-10T08:20:16+00:00;44.132576;5.993734;946.0;5.0;1520.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
306;2026-05-10T08:20:20+00:00;44.132606;5.993754;946.0;5.0;1525.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
307;2026-05-10T08:20:24+00:00;44.132636;5.993774;946.0;5.0;1530.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
308;2026-05-10T08:20:28+00:00;44.132666;5.993794;946.0;5.0;1535.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
309;2026-05-10T08:20:32+00:00;44.132696;5.993814;946.0;5.0;1540.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
310;2026-05-10T08:20:36+00:00;44.132726;5.993834;946.0;5.0;1545.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
311;2026-05-10T08:20:40+00:00;44.132756;5.993854;946.0;5.0;1550.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
312;2026-05-10T08:20:44+00:00;44.132786;5.993874;946.0;5.0;1555.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
313;2026-05-10T08:20:48+00:00;44.132816;5.993894;946.0;5.0;1560.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
314;2026-05-10T08:20:52+00:00;44.132846;5.993914;946.0;5.0;1565.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
315;2026-05-10T08:20:56+00:00;44.132876;5.993934;946.0;5.0;1570.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
316;2026-05-10T08:21:00+00:00;44.132906;5.993954;946.0;5.0;1575.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
317;2026-05-10T08:21:04+00:00;44.132936;5.993974;946.0;5.0;1580.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
318;2026-05-10T08:21:08+00:00;44.132966;5.993994;946.0;5.0;1585.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
319;2026-05-10T08:21:12+00:00;44.132996;5.994014;946.0;5.0;1590.0;4;1.25;4.5;0.0;0.0;plat;-2.0;4.5;plat
320;2026-05-10T08:21:16+00:00;44.133026;5.994034;946.0;5.0;1595.0;4;1.25;4.5;0.0;0.0;plat;-4.0;4.5;descente
321;2026-05-10T08:21:20+00:00;44.133056;5.994054;945.5;5.0;1600.0;4;1.25;4.5;-0.5;-10.0;descente;-6.0;4.5;descente
322;2026-05-10T08:21:24+00:00;44.133086;5.994074;945.0;5.0;1605.0;4;1.25;4.5;-0.5;-10.0;descente;-8.0;4.5;descente
323;2026-05-10T08:21:28+00:00;44.133116;5.994094;944.5;5.0;1610.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
324;2026-05-10T08:21:32+00:00;44.133146;5.994114;944.0;5.0;1615.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
325;2026-05-10T08:21:36+00:00;44.133176;5.994134;943.5;5.0;1620.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
326;2026-05-10T08:21:40+00:00;44.133206;5.994154;943.0;5.0;1625.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
327;2026-05-10T08:21:44+00:00;44.133236;5.994174;942.5;5.0;1630.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
328;2026-05-10T08:21:48+00:00;44.133266;5.994194;942.0;5.0;1635.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
329;2026-05-10T08:21:52+00:00;44.133296;5.994214;941.5;5.0;1640.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
330;2026-05-10T08:21:56+00:00;44.133326;5.994234;941.0;5.0;1645.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
331;2026-05-10T08:22:00+00:00;44.133356;5.994254;940.5;5.0;1650.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
332;2026-05-10T08:22:04+00:00;44.133386;5.994274;940.0;5.0;1655.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
333;2026-05-10T08:22:08+00:00;44.133416;5.994294;939.5;5.0;1660.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
334;2026-05-10T08:22:12+00:00;44.133446;5.994314;939.0;5.0;1665.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
335;2026-05-10T08:22:16+00:00;44.133476;5.994334;938.5;5.0;1670.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
336;2026-05-10T08:22:20+00:00;44.133506;5.994354;938.0;5.0;1675.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
337;2026-05-10T08:22:24+00:00;44.133536;5.994374;937.5;5.0;1680.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
338;2026-05-10T08:22:28+00:00;44.133566;5.994394;937.0;5.0;1685.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
339;2026-05-10T08:22:32+00:00;44.133596;5.994414;936.5;5.0;1690.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
340;2026-05-10T08:22:36+00:00;44.133626;5.994434;936.0;5.0;1695.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
341;2026-05-10T08:22:40+00:00;44.133656;5.994454;935.5;5.0;1700.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
342;2026-05-10T08:22:44+00:00;44.133686;5.994474;935.0;5.0;1705.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
343;2026-05-10T08:22:48+00:00;44.133716;5.994494;934.5;5.0;1710.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
344;2026-05-10T08:22:52+00:00;44.133746;5.994514;934.0;5.0;1715.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
345;2026-05-10T08:22:56+00:00;44.133776;5.994534;933.5;5.0;1720.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
346;2026-05-10T08:23:00+00:00;44.133806;5.994554;933.0;5.0;1725.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
347;2026-05-10T08:23:04+00:00;44.133836;5.994574;932.5;5.0;1730.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
348;2026-05-10T08:23:08+00:00;44.133866;5.994594;932.0;5.0;1735.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
349;2026-05-10T08:23:12+00:00;44.133896;5.994614;931.5;5.0;1740.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
350;2026-05-10T08:23:16+00:00;44.133926;5.994634;931.0;5.0;1745.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
351;2026-05-10T08:23:20+00:00;44.133956;5.994654;930.5;5.0;1750.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
352;2026-05-10T08:23:24+00:00;44.133986;5.994674;930.0;5.0;1755.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
353;2026-05-10T08:23:28+00:00;44.134016;5.994694;929.5;5.0;1760.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
354;2026-05-10T08:23:32+00:00;44.134046;5.994714;929.0;5.0;1765.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
355;2026-05-10T08:23:36+00:00;44.134076;5.994734;928.5;5.0;1770.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
356;2026-05-10T08:23:40+00:00;44.134106;5.994754;928.0;5.0;1775.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
357;2026-05-10T08:23:44+00:00;44.134136;5.994774;927.5;5.0;1780.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
358;2026-05-10T08:23:48+00:00;44.134166;5.994794;927.0;5.0;1785.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
359;2026-05-10T08:23:52+00:00;44.134196;5.994814;926.5;5.0;1790.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
360;2026-05-10T08:23:56+00:00;44.134226;5.994834;926.0;5.0;1795.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
361;2026-05-10T08:24:00+00:00;44.134256;5.994854;925.5;5.0;1800.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
362;2026-05-10T08:24:04+00:00;44.134286;5.994874;925.0;5.0;1805.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
363;2026-05-10T08:24:08+00:00;44.134316;5.994894;924.5;5.0;1810.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
364;2026-05-10T08:24:12+00:00;44.134346;5.994914;924.0;5.0;1815.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
365;2026-05-10T08:24:16+00:00;44.134376;5.994934;923.5;5.0;1820.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
366;2026-05-10T08:24:20+00:00;44.134406;5.994954;923.0;5.0;1825.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
367;2026-05-10T08:24:24+00:00;44.134436;5.994974;922.5;5.0;1830.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
368;2026-05-10T08:24:28+00:00;44.134466;5.994994;922.0;5.0;1835.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
369;2026-05-10T08:24:32+00:00;44.134496;5.995014;921.5;5.0;1840.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
370;2026-05-10T08:24:36+00:00;44.134526;5.995034;921.0;5.0;1845.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
371;2026-05-10T08:24:40+00:00;44.134556;5.995054;920.5;5.0;1850.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
372;2026-05-10T08:24:44+00:00;44.134586;5.995074;920.0;5.0;1855.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
373;2026-05-10T08:24:48+00:00;44.134616;5.995094;919.5;5.0;1860.0;4;1.25;4.5;-0.5;-10.0;descente;-10.0;4.5;descente
